answer,question,is_labeled,question_similaries
"Những điều người cao tuổi có thể làm để duy trì và cải thiện độ bền của xương:– Hiểu được nguy cơ của chính mình đối với gãy xương. Điều này dựa trên các yếu tố nguy cơ mà người bệnh có thể có (nhóm nguy cơ liên quan đến tình trạng loãng xương và nhóm các bệnh lý dễ té ngã).– Hiểu được nguy cơ của chính mình đối với loãng xương. Nên đo mật độ xương định kỳ. Di truyền có mối liên quan rõ rệt đối với sức khỏe của xương.– Hãy lựa chọn lối sống lành mạnh, duy trì trọng lượng cơ thể hợp lý, tăng cường canxi và vitamin D trong khẩu phần ăn. Không hút thuốc lá, hạn chế bia rượu, tăng cường tập luyện thể dục…– Thăm khám bác sĩ, điều trị kịp thời khi có dấu hiệu loãng xương.Các biện pháp phòng tránh nguy cơ gãy xương ở người già:Nhà an toàn Phần lớn các trường hợp gãy xương vùng khớp háng ở người cao tuổi do trượt chân ngã tại nhà (cầu thang, bậc thềm, sàn nhà tắm). Đa phần chúng ta có thể ngăn ngừa được những tai nạn này bằng những cách như: sắp xếp các vật dụng trong nhà gọn gàng, tránh vướng chân, vấp ngã; trong nhà phải đầy đủ ánh sáng để người già dễ quan sát; trong phòng tắm phải gắn các thanh vịn, có thảm chống trượt; gạch lát nhà tăng độ ma sát…Tập luyện– Tập thể dục vừa giúp chậm loãng xương, vừa tăng cường sức khỏe cho cơ bắp. Ngoài ra, tập thể dục giúp cải thiện khả năng giữ thăng bằng của cơ thể. Các môn thể dục phù hợp với người có tuổi gồm: đi/chạy bộ, bơi lội, khiêu vũ, đạp xe…– Tập cách giữ thăng bằng góp phần làm giảm nguy cơ té ngã.– Trang bị những hiểu biết về tự chăm sóc sức khỏe, để ý tác dụng phụ của thuốc khi sử dụng. Hàng năm người cao tuổi nên khám mắt, kiểm tra thị lực, khám tim mạch định kỳ. Khi sử dụng bất kỳ một loại thuốc nào cũng nên hỏi bác sĩ về tác dụng phụ và liều lượng phù hợp, đọc kỹ tờ hướng dẫn sử dụng thuốc, lưu ý những tác dụng phụ như: chóng mặt, mất thăng bằng, buồn ngủ, mất tập trung…","Bác sĩ tư vấn giúp tôi những điều người cao tuổi có thể làm để duy trì và cải thiện độ bền của xương, để phòng ngừa nguy cơ gãy xương?",0,
"Có rất nhiều nguyên nhân gây thoái hóa cột sống/thoát vị đĩa đệm:– Thoái hóa cột sống, thường xảy ra ở độ tuổi 30 – 50. Theo thời gian, vòng sụn bên ngoài bị xơ hóa, nhân nhầy của đĩa đệm bị khô, mất tính đàn hồi, thoát vị vào trong ống sống, chèn ép dây thần kinh.– Chấn thương cột sống do tai nạn hoặc lao động nặng, tác động lực mạnh đột ngột làm rách hoặc lệch đĩa đệm.– Các hội chứng bẩm sinh nơi cột sống như: gù, vẹo cột sống, gai cột sống cũng như yếu tố di truyền đặc điểm cột sống yếu từ bố mẹ.– Tăng cân, béo phì làm tăng sức đè nén lên các đĩa đệm.– Khuân vác vật nặng, ngồi hàng giờ sai tư thế, tập thể dục và thể thao không đúng cách sẽ gây ra những tổn thương nghiêm trọng cho cột sống, dẫn đến nguy cơ cao bị thoát vị đĩa đệm.  ",Thoái hóa cột sống thường do những nguyên nhân nào ạ?,0,
"Các triệu chứng u não rất dễ nhầm lẫn với các bệnh lý khác nên nhiều người còn chủ quan không đi khám và điều trị kịp thời. Vì thế, khi có các dấu hiệu như: mất ngửi, nhìn mờ, mất thị lực 1 phần hoặc toàn bộ, nhìn đôi, lác, ù tai, giảm thính lực, điếc, tê bì mặt, yếu hoặc liệt tăng dần, co giật; một số dấu hiệu khác như: thay đổi tính cách, hành vi, giảm trí nhớ, rối loạn giấc ngủ, người bệnh cần đến ngay cơ sở y tế chuyên khoa uy tín để được phát hiện bệnh sớm và can thiệp kịp thời. Nếu phát hiện muộn sẽ dẫn tới biến chứng như: mù, liệt nửa người, không nói hoặc không nghe được, nặng là hôn mê và tử vong.",Các dấu hiệu u não nào dễ nhận biết ạ?,0,
"Để điều trị bệnh lý Viêm loét dạ dày – tá tràng, người bệnh cần lưu ý:– Ngưng ngay thuốc kháng viêm không sreroid (NSAID) hay dùng các phác đồ tiệt trừ vi khuẩn Helicobacter pylori.– Điều chỉnh và duy trì chế độ ăn uống, hạn chế các thức ăn có chất kích thích. – Nghỉ ngơi và sinh hoạt điều độ– Đến các cơ sở y tế uy tín, chất lượng để được chẩn đoán, tư vấn và điều trị bệnh thích hợp.",Bác sĩ có thể tư vấn giúp tôi những cách điều trị bệnh viêm loét dạ dày được không ạ?,0,
"Các yếu tố nguy cơ của bệnh Viêm loét dạ dày – tá tràng phải kể đến đó là:– Thường xuyên hút thuốc lá và uống bia rượu hoặc các loại nước uống có cồn khác.– Căng thẳng thần kinh.– Thói quen ăn uống, sinh hoạt không điều độ.","Những yếu tố nguy cơ dẫn đến bệnh Viêm loét dạ dày – tá tràng là gì, thưa bác sĩ?",0,
"Các dấu hiệu của bệnh Viêm loét dạ dày – tá tràng phải kể đến đó là:– Đau vùng bụng trên rốn (hay còn gọi là đau vùng thượng vị).– Đầy bụng, khó tiêu, buồn nôn hay nôn.– Mất ngủ, ngủ không ngon giấc.– Ợ hơi, ợ chua, hoặc nóng rát thượng vị.– Rối loạn tiêu hóa.",Xin bác sĩ tư vấn giúp tôi về những dấu hiệu của bệnh Viêm loét dạ dày – tá tràng?,0,
"Không phải tất cả người bệnh phình động mạch não cần thiết phải điều trị. Bác sỹ sẽ điều trị phình mạch não nếu phình động mạch não bị vỡ, khối phình to chèn ép các tổ chức xung quanh, hoặc túi phình động mạch não lớn. Điều trị phình động mạch não có nhiều phương pháp, mổ kẹp túi phình hoặc can thiệp nút mạch.",Phình động mạch não phải phẫu thuật mới có thể sống được đúng không ạ?,0,
"Nguyên nhân của dị dạng động tĩnh mạch não chưa rõ. Hầu hết dị dạng động tĩnh mạch não có từ khi mới sinh, nhưng rất hiếm trường hợp do di truyền. Triệu chứng của dị dạng động tĩnh mạch não bao gồm: đau đầu, co giật, động kinh, liệt, nói khó… Khi dị dạng động tĩnh mạch não vỡ gây chảy máu trong sọ, người bệnh thường biểu hiện khá nặng như: lơ mơ, hôn mê, liệt nửa người… Khoảng 10-15% vỡ dị dạng động tĩnh mạch não gây tình trạng nặng và nguy cơ tử vong. Bác sỹ chẩn đoán dị dạng động tĩnh mạch não dựa vào chụp cắt lớp vi tính, chụp cộng hưởng từ và chụp mạch não. Dị dạng động tĩnh mạch não có thể điều trị bằng phẫu thuật, nút mạch, xạ phẫu hoặc theo dõi (không điều trị), hoặc phối hợp nhiều phương pháp. Tùy từng trường hợp cụ thể, dựa vào nhiều yếu tố, bác sỹ sẽ quyết định điều trị hay không, hoặc điều trị theo phương pháp nào.","Cháu muốn hỏi dị dạng động tĩnh mạch não có di truyền không, triệu chứng của bệnh này là gì và điều trị như thế nào ạ?",0,
"Ưu điểm của phương pháp mổ ít xâm lấn, mổ nội soi thay van tim là: Thẩm mỹ cao, sẹo mổ nhỏ, không có nguy cơ viêm xương, phục hồi nhanh.Nhược điểm: So với Phẫu thuật theo phương pháp truyền thống thì mổ nội soi thay van tim khó hơn về kỹ thuật, lâu hơn về thời gian, chi phí cao hơn, chỉ áp dụng cho một số bệnh van tim, không phải tất cả.",Tôi muốn tìm hiểu phương pháp mổ nội soi thay van tim có ưu điểm gì?,0,
"– Ở giai đoạn cấp tính, người bệnh bắt buộc phải điều trị ở các bệnh viện chuyên khoa tim mạch.– Điều trị thuốc kiểm soát huyết áp, nhịp tim, thuốc giảm đau khi chưa phẫu thuật hoặc chuẩn bị phẫu thuật.– Phẫu thuật thay thế động mạch chủ bằng mạch nhân tạo hoặc can thiệp đặt giá đỡ nội mạch (stent) hoặc sử dụng đồng thời cả hai phương pháp này. ",Xin bác sĩ cho biết các phương pháp điều trị Bệnh lóc động mạch chủ?,0,
"Có một số cách phòng bệnh ung thư đại trực tràng phải kể đến là:– Hạn chế ăn các loại thức ăn chiên, nướng, thịt xông khói, dăm bông, xúc xích, vì chất đạm sẽ làm tăng yếu tố sinh ung, còn mỡ sẽ bị chuyển hóa bởi vi khuẩn trong lòng ruột, làm tăng sản các tế bảo biểu mô bất thường và phát triển thành ung thư.– Giảm hoặc bỏ thuốc lá, bia rượu.– Luyện tập thể dục, thể thao thường xuyên giữ gìn sức khỏe.",Xin bác sĩ cho lời khuyên để phòng bệnh Ung thư đại trực tràng?,0,
"Bệnh Ung thư đại trực tràng có một số phương pháp điều trị như sau:– Phẫu thuật:+ Phát hiện ở giai đoạn đầu: Cắt bỏ tổn thương ung thư trong quá trình nội soi đại tràng bằng ống mềm.+ Ung thư khu trú: Cắt bỏ đoạn đại trực tràng và nạo vét hạch với biên độ thích hợp. Phương pháp này có thể thực hiện bằng hình thức mổ nội soi.– Hóa trị:Dùng thuốc bằng đường tiêm truyền hoặc uống để tiêu diệt tế bào ung thư, chỉ định cho những bệnh nhân sau phẫu thuật cắt bỏ u và điều trị cho những trường hợp không còn khả năng cắt bỏ u.– Xạ trị:Dùng tia có năng lượng cao để tiêu diệt hoặc làm teo tế bào ung thư, có thể thực hiện sau mổ nhằm tiêu diệt tế bào ung thư còn sót lại mà mắt bình thường không nhìn thấy được trong lúc mổ hoặc điều trị trước phẫu thuật để làm tăng hiệu quả điều trị phẫu thuật.Tác dụng phụ như: Buồn nôn, tiêu chảy, da bị kích ứng … Thông thường, biến chứng này chỉ thoáng qua, sau khi dừng xạ trị sẽ khỏi.",Xin bác sĩ tư vấn giúp Bệnh Ung thư đại trực tràng được điều trị như thế nào ạ?,0,
"Bạn có thể tìm thông tin trên mạng internet, sách dành cho người bệnh hoặc hỏi bác sĩ tư vấn điều trị. Những bác sĩ có thể tư vấn cho bạn là chuyên ngành nội thần kinh, ngoại thần kinh, chẩn đoán hình ảnh, gây mê hồi sức, ung thư, xạ trị, hóa trị, phục hồi chức năng…","Ông nội cháu năm nay 67 tuổi, các bác sĩ chẩn đoán u màng não. Cháu có thể tìm hiểu thêm về bệnh của người nhà bằng cách nào? Có thể tìm thông tin ở đâu ạ?",0,
"Triệu chứng lâm sàng của u gan thường nghèo nàn và không đặc hiệu với các biểu hiện đau tức hạ sườn phải, ăn kém, hiếm khi có các triệu chứng tắc mật, gầy sút cân do người bệnh chán ăn.Đa số người bệnh đến khám bệnh có biểu hiện đau tức hạ sườn phải do khối u gây căng giãn bao glisson hoặc do chèn ép. Có khi người bệnh đến khám có biểu hiện của hội chứng vàng da tắc mật do khối u chèn ép vào đường mật.Một số người bệnh đến viện vì khám sức khỏe định kỳ hay vì bệnh lý cơ quan khác, tình cờ phát hiện u gan, không có triệu chứng gì trước đó.Hiếm gặp, một số trường hợp người bệnh đến viện vì biến chứng của u như: u vỡ gây chảy máu trong ổ bụng, hoại tử u gây sốt và đau nhiều hoặc có khi u áp xe gây viêm phúc mạc.Triệu chứng thực thể: có thể gặp gan to do khối u có kích thước lớn.Thiếu máu: hiếm gặp, khi u vỡ gây chảy máu hoặc u lớn có chảy máu trong u.Hội chứng vàng da do tắc mật khi u kích thước lớn gây chèn ép đường mật.",Bệnh u gan thường có biểu hiện gì ạ? Bác sĩ chia sẻ thông tin giúp tôi với.,0,
"Sau khi phẫu thuật cắt u não, bác sĩ sẽ cho chụp cộng hưởng từ hoặc cắt lớp vi tính kiểm tra. Dựa vào mức độ cắt u, bản chất khối u, kết quả chụp cộng hưởng từ hoặc cắt lớp vi tính ngay mổ, bác sĩ sẽ đưa ra kế hoạch khám lại hoặc chụp lại cho người bệnh. Thời gian khám định kỳ tùy thuộc từng người bệnh. Khoảng cách giữa các lần khám lại có thể 3 hoặc 6 tháng. Một số trường hợp khám lại mỗi năm một lần. Đối với khối u lành tính như: u màng não, u biểu bì…, thường chụp kiểm tra mỗi năm một lần. Nhưng nếu người bệnh có dấu hiệu mới như: đau đầu, buồn nôn hoặc dấu hiệu khác nên tới gặp các bác sĩ để được khám, tư vấn. Đối với khối u ác tính như: u di căn não, u tế bào thần kinh đệm ác tính hay những khối u ác tính đang điều trị tia xạ, bác sĩ thường khuyến cáo chụp kiểm tra 1-2 tháng/lần.","Sau điều trị u não (mổ, hóa trị và xạ trị), người bệnh được theo dõi như thế nào? Bao lâu phải chụp cộng hưởng từ hoặc chụp cắt lớp vi tính kiểm tra?",0,
Bạn nên gặp bác sỹ nếu: Đau tái phát hoặc không hết; Chảy máu hậu môn liên tục hoặc cảm thấy có khối bất thường ở hậu môn.,"Dạo gần đây, tôi cảm thấy mình thỉnh thoảng đau hậu môn. Khi nào tôi cần tìm đến sự trợ giúp của các bác sĩ?",0,
"Ở giai đoạn sớm của ung thư biểu mô tế bào gan, các triệu chứng nghèo nàn, rất khó chẩn đoán. Bệnh nhân thường có các biểu hiện: đau tức vùng hạ sườn phải liên tục, chán ăn, mệt mỏi, gầy sút cân nhanh, đôi khi có sốt nhẹ, có thể gặp vàng da.Để chẩn đoán bệnh, các bác sĩ cần dựa vào thăm khám lâm sàng kết hợp với hình ảnh trên phim chụp CT, MRI, xét nghiệm aFP, những trường hợp khó, cần sinh thiết khối u gan để phân biệt các bệnh lý khác ở gan.",Xin bác sĩ hãy tư vấn những dấu hiệu của bệnh lý Ung thư biểu mô tế bào gan,0,
"Có một số phương pháp nhận biết dị vật khớp gối: Đau, sưng nề gối; Dấu hiệu kẹt khớp gối: Xuất hiện và biến mất tự nhiên, tái phát; Có tiếng lạo xạo trong khớp khi cử động; Khi thăm khám khớp gối có thể thấy gối sưng nề, có tiếng lạo xạo trong khớp, kẹt khớp ở tư thế mất duỗi…","Làm thế nào để biết mình đang có dị vật khớp gối, thưa bác sĩ?",0,
"90% viêm túi mật có nguyên nhân do sỏi túi mật. Khi sỏi kẹt vào cổ túi mật hoặc ống túi mật dẫn đến ứ đọng trong túi mật, hậu quả sẽ gây viêm và nhiễm trùng làm tổn thương niêm mạc túi mật. Quan sát bên ngoài túi mật viêm sẽ to hơn bình thường, có khi gấp hai tới ba lần, thành túi mật căng, dày, màu đỏ hoặc phù mọng.Viêm túi mật có thể tiến triển thành những biến chứng nguy hiểm:– Viêm túi mật do sỏi được điều trị nội khoa nhiều đợt có thể tiến triển thành viêm teo túi mật.– Rò mật ra ngoài khi túi mật bị viêm dính vào thành bụng tạo nên một lỗ thủng và mủ, sỏi chảy ra ngoài.– Viêm túi mật gây rò vào đường tiêu hóa: thường là rò vào tá tràng.– Sỏi ở phần phễu túi mật gây chèn vào ống gan phải hoặc sỏi ở ống túi mật chèn vào ống gan chung gây tắc mật.– Ung thư túi mật: viêm túi mật có nguy cơ tiến triển thành ung thư túi mật nếu không được điều trị đúng.– Áp xe túi mật, viêm túi mật hoại tử, viêm phúc mạc mật, viêm tụy cấp, sỏi ống mật chủ do sỏi túi mật rơi vào đường mật.","Tôi được chẩn đoán viêm túi mật đã 2 năm, đang điều trị nội khoa bằng thuốc kháng sinh, bệnh của tôi có nguy cơ hoại tử túi mật không ạ?",0,
"Phần lớn người có túi thừa đại tràng không có triệu chứng hoặc có các triệu chứng rất mơ hồ, thường được phát hiện tình cờ khi chụp bụng hoặc soi đại tràng với các biểu hiện như:– Đau bụng: thường là đau bụng dưới bên trái.– Đầy hơi, ăn uống khó tiêu.– Có thể táo bón hoặc phân lỏng.Viêm túi thừa đại tràng cấp tính:– Đau bụng rõ rệt hơn, đau cơn tăng lên từ từ, dần trở thành đau bụng liên tục.– Sốt.",Tôi muốn được bác sĩ tư vấn các biểu hiện của bệnh túi thừa đại tràng?,0,
"Bệnh thận đái tháo đường là một trong các biến chứng mạn tính gây tổn thương mạch máu nhỏ của đái tháo đường, bên cạnh biến chứng mắt, biến chứng thần kinh ngoại biên và thần kinh thực vật. Bệnh nhân có tiền sử bệnh đái tháo đường hoặc có các biểu hiện bệnh thận như: phù, thiếu máu, tiểu bọt… thì cần làm các xét nghiệm:– Tổng phân tích nước tiểu: đường niệu, protein niệu, tỷ lệ protein/ creatinine niệu, tỷ lệ albumine/creatinine, cặn lắng nước tiểu.– Xét nghiệm máu: Ure tăng, creatinine tăng, HbA1C, mỡ máu…– Chẩn đoán hình ảnh: Siêu âm, Xquang, điện tim.",Bệnh thận đái tháo đường cần làm các xét nghiệm gì?,0,
"Nếu một người mắc bệnh trĩ mà không phát hiện và điều trị, để bệnh tự diễn biến, sẽ có 3 biến chứng có thể gặp phải là: chảy máu, sa búi trĩ, búi trĩ bị tắc mạch gây đau, viêm, phù nề, chảy máu, thậm chí có trường hợp tắc mạch gây hoại tử búi trĩ.","Biến chứng có thể gặp phải của căn bệnh trĩ là gì, nhất là khi người bệnh đến viện muộn, thưa bác sĩ?",0,
"5 nguyên nhân thường gặp dẫn đến nhồi máu não là: – Xơ vữa mạch máu lớn: Chiếm 50%, trong đó các mạch máu lớn ngoài sọ chiếm 45%, mạch máu lớn trong sọ chiếm 5%.– Tắc các mạch máu nhỏ trong não: Thường gặp ở bệnh nhân tăng huyết áp, đái tháo đường chiếm 25%.– Nguyên nhân từ tim gây cục huyết khối như: bệnh hở van tim, rung nhĩ, rối loạn nhịp tim, suy tim… tạo cục máu đông đi đến não chiếm 20%.– Bệnh động mạch không xơ vữa chiếm tỷ lệ dưới 5%.– Bệnh về máu như: bệnh lý đông máu, bệnh tế bào máu, bất thường bẩm sinh của mạch máu… chiếm dưới 5%.",Xin bác sĩ hãy cho biết một số nguyên nhân dẫn tới nhồi máu não?,0,
"Không phải tất cả người bệnh phình động mạch não đều cần thiết phải điều trị. Bác sĩ sẽ điều trị phình mạch não nếu phình động mạch não bị vỡ, khối phình to chèn ép các tổ chức xung quanh, hoặc túi phình động mạch não lớn. Điều trị phình động mạch não có nhiều phương pháp, mổ kẹp túi phình hoặc can thiệp nút mạch.","Thưa bác sĩ, có phải tất cả người bệnh phình động mạch não đều cần thiết điều trị không ạ?",0,
"Không phải tất cả người bệnh phình động mạch não cần thiết phải điều trị. Bác sỹ sẽ điều trị phình mạch não nếu phình động mạch não bị vỡ, khối phình to chèn ép các tổ chức xung quanh, hoặc túi phình động mạch não lớn. Điều trị phình động mạch não có nhiều phương pháp, mổ kẹp túi phình hoặc can thiệp nút mạch.Tuy nhiên, người bệnh nên đến Bệnh viện Hữu nghị Việt Đức để được các bác sỹ thăm khám và tư vấn trực tiếp. Để đăng ký khám, chị có thể gọi điện đặt lịch trước qua Tổng đài 19001902 của bệnh viện.","Cách đây 2 năm, bố tôi được chẩn đoán bị phình động mạch não nhưng bác sỹ tư vấn không điều trị. Tôi muốn xin lời khuyên của chuyên gia Bệnh viện HN Việt Đức?",0,
"Phình động mạch não khá hay gặp, khoảng 3-5% dân số bị phình động mạch não, nhưng phần lớn không cần điều trị vì nhỏ, không có triệu chứng và không được chẩn đoán. Phình động mạch não gặp nhiều ở nữ hơn nam, tuổi hay gặp nhất là 40-60. Phình động mạch não hiếm khi gặp ở trẻ em.",Trẻ em có dễ mắc bệnh phình động mạch não không ạ?,0,
"Nguyên nhân của dị dạng động tĩnh mạch não chưa rõ. Hầu hết dị dạng động tĩnh mạch não có từ khi mới sinh, nhưng rất hiếm trường hợp do di truyền. Triệu chứng của dị dạng động tĩnh mạch não bao gồm: đau đầu, co giật, động kinh, liệt, nói khó… Khi dị dạng động tĩnh mạch não vỡ gây chảy máu trong sọ, người bệnh thường biểu hiện khá nặng như: lơ mơ, hôn mê, liệt nửa người… Khoảng 10-15% vỡ dị dạng động tĩnh mạch não gây tình trạng nặng và nguy cơ tử vong. Bác sỹ chẩn đoán dị dạng động tĩnh mạch não dựa vào chụp cắt lớp vi tính, chụp cộng hưởng từ và chụp mạch não. Dị dạng động tĩnh mạch não có thể điều trị bằng phẫu thuật, nút mạch, xạ phẫu hoặc theo dõi (không điều trị), hoặc phối hợp nhiều phương pháp. Tùy từng trường hợp cụ thể, dựa vào nhiều yếu tố, bác sỹ sẽ quyết định điều trị hay không, hoặc điều trị theo phương pháp nào.",Tôi tìm kiếm thông tin trên mạng nhưng rất ít tài liệu về bệnh lý dị dạng động tĩnh mạch não. Xin bác sỹ tư vấn cho tôi các triệu chứng của bệnh lý này?,0,
"​Điều này hoàn toàn có thể. Hiến mô, tạng là hoàn toàn tự nguyện. Trường hợp người hiến muốn thay đổi hoặc hủy bỏ đơn đăng ký hiến mô, bộ phận cơ thể thì người hiến gửi đơn đề nghị thay đổi hoặc hủy bỏ đến cơ sở y tế đã tiếp nhận đơn đăng ký hiến.","Thưa bác sĩ, sau khi đăng ký hiến tạng thì có thể thay đổi quyết định không ạ?",0,
"Bạn thân mến! Nếu bạnmuốn đăng ký hiến mô, tạng có thể đến bất kỳ cơ sở y tế nào gần nhất bày tỏ ý nguyện đó. Cơ sở y tế sẽ có trách nhiệm tiếp nhận thông tin và báo về Trung tâm Điều phối Quốc gia về ghép bộ phận cơ thể người – Bộ Y tế để thông tin đến cơ sở y tế có chức năng phù hợp tiếp nhận đơn đăng ký hiến mô, tạng của người muốn hiến và hoàn tất các thủ tục pháp lý, tư vấn, cấp thẻ đăng ký hiến mô, tạng (hiến sau khi qua đời), hiến xác cho người đăng ký hiến.","Thưa bác sĩ, xin bác sĩ hãy tư vấn làm thế nào để đăng ký hiến tạng ạ?",0,
"​Ghép mô hay tạng là việc đưa vào cơ thể người bệnh mô, một phần tạng hay cả tạng từ người hiến. Việc cấy ghép mô, tạng tuân theo những chỉ định chặt chẽ về mặt y khoa cũng như những quy định được pháp luật cho phép. – Các mô thường được ghép gồm: giác mạc, gân, xương, tủy.– Các tạng thường được ghép gồm: tim, phổi, gan, thận, tụy.","Thưa bác sĩ, ghép mô tạng là gì, các mô và tạng nào có thể ghép được ạ?",0,
"– Những người đủ mười tám tuổi trở lên, có đầy đủ năng lực hành vi dân sự đều có quyền hiến mô, tạng của mình khi còn sống hoặc sau khi chết. – Người hiến mô, tạng không phân biệt giới tính, tín ngưỡng hay dân tộc.","Cháu chào bác sĩ, xin hỏi ai có thể hiến mô, tạng được ạ?",0,
"Tất cả những người khỏe mạnh, thực sự tình nguyện và đảm bảo các điều kiện: – Trong độ tuổi từ 18 – 60 tuổi. – Cân nặng hơn 45kg. – Khoảng cách giữa 2 lần hiến máu liên tiếp trên 12 tuần. – Không có nguy cơ cao mắc các bệnh lây truyền qua đường máu (HIV, viêm gian B, viêm gan C,… )",Tôi muốn tham gia hiến máu nhân đạo nên bác sĩ cho tôi hỏi ai có thể hiến máu được?,0,
"Lượng máu trong cơ thể mỗi người khoảng từ 70-77ml/kg cân nặng. Như vậy mỗi người trưởng thành khỏe mạnh có khoảng trên 3,5 lít máu. Để hiến máu an toàn cần lưu ý:– Đêm trước khi hiến máu không thức quá khuya. – Ăn nhẹ thức ăn ít đạm, ít mỡ, không uống rượu bia trước khi tham gia hiến máu. – Chuẩn bị tâm lý ổn định, thoải mái…Người tham gia hiến máu trực tiếp tại địa điểm hiến máu cố định của Trung tâm Truyền máu tại địa chỉ: Phòng 132, Tầng 1 nhà C2, Bệnh viện Hữu nghị Việt Đức.Thời gian: 7h30 đến 16h00 các ngày trong tuần.Liên hệ Tổng đài CSKH 19001902 để được tư vấn và hướng dẫn chi tiết.","Bác sĩ ơi, mỗi người có bao nhiêu máu trong cơ thể ạ? Tôi cần chuẩn bị như thế nào để hiến máu an toàn?",0,
"Một số dấu hiệu của bệnh lý động mạch vành là:– Đau ngực, vị trí đau ở vùng ngực trái hoặc sau xương ức, đau lan lên vai, cánh tay, lưng hoặc hàm.– Tức ngực, không thoải mái, nặng ngực, bóp nghẹt, cháy rát, ngực bị đè ép.– Khó chịu vùng ngực kèm theo đau mỏi ở một hoặc cả hai cánh tay, vai, cổ, hàm hoặc phần trên của dạ dày.– Khó thở, có hoặc không có đau ngực.– Buồn nôn hoặc nôn, chóng mặt hoặc ra mồ hôi lạnh, đánh trống ngực, khó chịu vùng ngực.",Tôi đang băn khoăn không biết triệu chứng của bệnh động mạch vành là gì ạ?,0,
"U tuyến yên khá hay gặp. Theo nhiều nghiên cứu, cứ 10 người trưởng thành có 1 người bị u tuyến yên. Nhưng phần lớn những khối u tuyến yên này rất nhỏ, không có triệu trứng lâm sàng hoặc không bao giờ có dấu hiệu gì và không cần thiết điều trị. Tỷ lệ người bệnh u tuyến yên phải điều trị chiếm tỷ lệ rất thấp. Khối u tuyến yên chiếm 25% khối u trong sọ được phẫu thuật.","Thưa bác sĩ, bệnh U tuyến yên có hay gặp không ạ?",0,
"Để tăng cường sức đề kháng và phòng bệnh đường hô hấp ở trẻ, bậc phụ huynh cần lưu ý một số điểm sau đây:– Cho trẻ bú mẹ từ những giờ đầu sau sinh và duy trì đến 2 tuổi.– Ăn dặm đúng thời điểm với chế độ dinh dưỡng hợp lý.– Cho trẻ uống nhiều nước, ăn đủ chất dinh dưỡng, tăng cường rau xanh và hoa quả để tăng sức đề kháng.– Cho trẻ đi tiêm chủng đầy đủ theo chương trình tiêm chủng Quốc gia.– Giữ vệ sinh sạch sẽ cho trẻ, vệ sinh họng hàng ngày bằng dung dịch nước muối sinh lý.– Tránh nhiễm lạnh cho trẻ bằng cách không cho trẻ ăn uống đồ quá lạnh.– Không hút thuốc lá và giữ nhà cửa luôn thông thoáng, sạch sẽ. Nên dùng 1 máy hút ẩm và lọc không khí để duy trì độ ẩm của căn nhà ở mức 50-60%.– Hạn chế đưa trẻ đến nơi đông người trong mùa dịch bệnh.– Mang khẩu trang khi tiếp xúc với người bệnh.",Xin bác sĩ cho lời khuyên để tăng cường sức đề kháng và phòng bệnh đường hô hấp ở trẻ.,0,
"Để phòng tránh chấn thương thể thao, cần:Phải khởi động kỹ trước khi tập luyện và thi đấu, khi tập xong thì thả lỏng căng cơ thật kỹ.Bổ sung nước và điện giải để cung cấp nước và năng lượng đầy đủ.Cần tìm hiểu kỹ các môn thể thao mình sẽ tham gia tập luyện và chơi tập trung.Nên điều trị chấn thương khỏi hẳn mới tiếp tục chơi thểthao, tránh tình trạng các chấn thương cũ chưa khỏi lại “dính” thêm chấn thương mới sẽ gây khó khăn trong quá trình tập luyện và để lại hậu quả sau này. Khi đã bị chấn thương cần phải dừng tập không cố chạy và cần được sự tư vấn của bác sĩ chuyên khoa y học thể thao. Bác sĩ sẽ xem xét chấn thương ở mức độ nào để có những chỉ định phù hợp.","Tôi hay chơi thể thao và thường xuyên bị chấn thương, tôi muốn hỏi cách phòng tránh chấn thương thể thao?",0,
"Đầu tiên vẫn là thăm khám và hỏi bệnh. Phương pháp cơ bản này sẽ giúp các thầy thuốc biết khởi phát bệnh, tiến triển bệnh thế nào và người bệnh phơi nhiễm với các yếu tố nào… Bởi nguyên nhân gây ra bệnh ở dạ dày có rất nhiều: Ăn uống, sinh hoạt, stress, mất ngủ, lo âu, trầm cảm, do dùng thuốc (thuốc aspirin, thuốc điều trị khớp, thậm chí cả thuốc đông y), những bệnh nhân có tiền sử gia đình mắc bệnh dạ dày (ung thư dạ dày hay đã từng nhiễm vi khuẩn HP gây viêm dạ dày mạn tính hoặc có loạn sản, dị sản niêm mạc dạ dày…).  Nhờ đó, thầy thuốc sẽ loại trừ đau dạ dày với các nguyên nhân khác. Nhưng hiện nay, tiêu chuẩn vàng trong chẩn đoán tổn thương dạ dày tá tràng là nội soi dạ dày.",Hiện nay các bác sĩ đã áp dụng những phương pháp chẩn đoán bệnh lý đau dạ dày nào?,0,
