question1,question2,label
Cần thực hiện những điều gì để phòng ngừa bệnh Viêm buồng truwgns ?,Nên sử dụng Sắc Ngọc Khang như thế nào ?,0
Nguyên nhân gây ra tiểu đường thai kỳ là gì ?,Biến chứng của bệnh tiểu đường thai kỳ là gì ?,1
Những thực đơn nào giúp giảm cân cấp tốc ?,Khi giảm cân thì nên ăn kiêng như thế nào ?,1
Khi nào bạn nên gọi cấp cứu: Làm thế nào để biết em bé của bạn cần phải được cấp cứu?,Các dấu hiệu suy hô hấp của bé biểu hiện như thế nào ?,1
Biện pháp phòng tránh bệnh Liệt dây thần kinh số 6,Nguyên tắc điều trị trong bệnh Viêm tai xương chũm là gì ?,0
Vỡ tử cung là hiện tượng gì ?,Biện pháp phòng ngừa bệnh Lyme,0
Yếu tố nào làm tăng nguy cơ mắc bệnh dị ứng thời tiết ?,Búi trĩ thò ra ngoài là dấu hiệu trĩ nhẹ hay nặng?,0
Các biện pháp điều trị bệnh Dịch hạch,Phòng ngừa bệnh Viêm não Nhật Bản,0
Các biện pháp điều trị bệnh Xơ vữa động mạch,Vì sao mắc bệnh Lao hạch,0
Bệnh Võng mạc do tăng huyết áp có đặc điểm gì ?,Tốn thương trong thoái hóa khớp gối như thế nào?,0
Phòng ngừa bệnh Lao ruột,Biện pháp phòng tránh bệnh Lao ruột,1
Võng mạc là gì ?,Tế bào thần kinh thị giác có mấy loại ?,1
Triệu chứng  Hội chứng quai mù,Biểu hiện Hội chứng quai mù như nào,1
Chỉ số nồng độ AFP có vai trò gì ?,Siêu âm có tác dụng gì trong chẩn đoán các tổn thương gan ?,1
Những cách cải thiện đau lưng sau sinh hiệu quả,Cần làm gì để phòng tránh đau lưng sau khi sinh ?,1
Bệnh do virus Herpes thường biểu hiện như thế nào ?,Người bệnh nhiễm virus Herpes nên ăn uống như thế nào ?,1
Vôi hóa cột sống là bệnh lý gì ?,Cơ chế của xét nghiệm CEA là gì ?,0
Các phương pháp chẩn đoán  Hội chứng Albright,Phương pháp chẩn đoán  Hội chứng Albright,1
Nguyên nhân nào do mẹ khi mang thai khiến trẻ bị thiểu sản men răng?,Vẹo do dị tật thân đốt sống cần làm gì ?,0
"Tôi thấy rất nhiều người bị đột quỵ, làm thế nào nhận biết sớm đột quỵ để đến bệnh viện điều trị kịp thời ạ?",Ai là người có nguy cơ cao mắc bệnh đột quỵ ?,1
Những tác hại do hẹp bao quy đầu gây ra là gì ?,Kinh nguyệt kéo dài cảnh báo bệnh gì?,0
Tổng quan bệnh Áp xe,Áp xe có những đặc điểm gì ?,1
Nguyên nhân chủ yếu gây ra bệnh lý Viêm thanh quản mãn tính là gì ?,Nguyên nhân ít gặp trong bệnh Viêm thanh quản mãn tính là gì ?,1
Bác sĩ cho tôi hỏi bệnh trĩ có nguy hiểm không ạ? Tôi có thể phòng căn bệnh này bằng cách nào?,Biến chứng tại chỗ của bệnh trĩ là gì ?,1
Triệu chứng bệnh Hội chứng móng và xương bánh chè như nào,Siêu âm có phát hiện viêm vòi trứng không?,0
Bệnh Xuất huyết giảm tiểu cầu huyết khối có lây truyền được không ?,Bệnh Lao cột sống có lây nhiễm không,0
Nguyên nhân sa dây rốn là gì?,Phơi nhiễm với virus nào có thể tăng nguy cơ tiểu đường typ 1?,0
Kiêng cữ sau sinh cho mẹ trong mùa lạnh giá,Bà bầu có nguy cơ bị lây bệnh tay chân miệng hay không?,0
Thuốc được dùng cho trẻ bị trào ngược dạ dày thực quản?,Các điểm cần lưu ý khi chăm sóc trẻ bị trào ngược dạ dày thực quản?,1
Biểu hiện thay đổi sau khi sinh của cơ thể mẹ là gì ?,Hiện tượng ra sản dịch kéo dài khoảng bao lâu ?,1
Chăm sóc sau mổ u nang buồng trứng như thế nào ?,Cần làm gì để hạn chế va chạm vùng đầu cho trẻ ?,0
Bệnh động mạch ngoại biên là bệnh lý gì ?,Các tạng thường được ghép là gì ?,0
Nguyên nhân bệnh Lác mắt,Có thể điều trị sỏi trong gan bằng phương pháp mổ nội soi không ?,0
Cách điều trị sâu răng ở trẻ em như thế nào ?,Có các phương pháp điều trị sâu răng nào ?,1
Thói quen xấu nào gây tăng mắc bệnh trĩ nội?,Các bệnh lý nào là nguyên nhân mắc bệnh trĩ nội?,1
Làm sao để chẩn đoán chứng không dung nạp lactose ?,Các biện pháp điều trị bệnh Liệt ruột,0
Miếng lót Bobby có ưu điểm gì ?,Miếng lót Bobby có khả năng thấm hút trong bao lâu ?,1
Chụp tử cung vòi trứng kiêng quan hệ bao lâu?,Những điều cần lưu ý sau khi chụp tử cung vòi trứng là gì ?,1
Chuẩn đoán bệnh Kawasaki,Phương pháp chẩn đoán bệnh viêm mạch máu,1
Lối sống nào giúp phòng ngừa bệnh Dị ứng thời tiết ?,Phụ nữ có thai cần làm gì để phòng tránh suy thận ?,0
Phòng ngừa bệnh Táo bón?,Cần chú ý các vấn đề về đi vệ sinh như thế nào tránh cho trẻ bị táo bón?,1
Ngứa hậu môn khám ở đâu tốt?,Những căn bệnh gây ra ngứa hậu môn là gì ?,1
Phòng và điều trị bệnh viêm mũi họng cấp như thế nào ?,Đánh cầu lông tiêu hao bao nhiêu calo?,0
Đường lây truyền bệnh Lyme,Tác dụng của chẩn đoán và điều trị sớm bệnh Xơ vữa động mạch não là gì ?,0
Tế bào thần kinh vận động là gì?,Medrol có những dạng nào ?,0
Tính chất phân của trẻ từ khi sinh ra tiến triển như thế nào ?,Các mẹ nên chọn những loại tã vải có tính chất như thế nào ?,1
Vài mẹo nhỏ giúp cơ thể hấp thụ đủ Vitamin D,Thực phẩm nào có chứa nhiều vitamin D ?,1
5 phương pháp tự nhiên làm nội mạc tử cung mỏng “dày lên” hiệu quả,Niêm mạc tử cung thay đổi như thế nào trong chu kỳ kinh nguyệt ?,1
bệnh Kawasaki là gì,bệnh Kawasaki (viêm mạch máu),1
Tan máu bẩm sinh gồm mấy thể bệnh ?,Bệnh tan máu bẩm sinh điều trị như thế nào ?,1
Lứa tuổi nào hay mắc bệnh viêm VA ?,Bệnh Viêm lồi ngoài xương cánh tay hạn chế những loại vận động nào ?,0
Lối sống hằng ngày có ảnh hưởng gì đến thoái hóa cột sống không ?,Triệu chứng bệnh Teo dây thần kinh thị giác?,0
Nguyên tắc điều trị Tràn dịch màng phổi là gì ?,Nguyên nhân bệnh Xuất huyết võng mạc,0
Phát hiện bệnh thận đa nang qua cận lâm sàng như thế nào?,Các bất thường dị tật dễ đi đôi với thận đa nang?,1
Các biện pháp chẩn đoán  Hội chứng quai mù,Biện pháp chẩn đoán  Hội chứng quai mù,1
Thoái hóa khớp gối ảnh hưởng đến cuộc sống như thế nào ?,Đối tượng nào hay gặp thoái hóa khớp gối thứ phát ?,1
Triệu chứng của bệnh Ung thư tuyến tiền liệt biểu hiện như thế nào ?,Làm sao để chẩn đoán sớm bệnh Ung thư tuyến tiền liệt ?,1
Cần làm gì để phòng ngừa bệnh lý Viêm thanh quản ?,Phòng ngừa bệnh Teo dây thần kinh thị giác?,0
Triệu chứng bệnh Thuyên tắc phổi?,Nguyên nhân gây ra viêm âm đạo là gì ?,0
Triệu chứng bệnh Xuất huyết giảm tiểu cầu,Những biến chứng của bệnh giảm tiểu cầu huyết khối là gì ?,1
Những cơ quan nào bị tổn hại do khói thuốc lá ?,Các biện pháp điều trị bệnh Lao vú,0
Các biện pháp chẩn đoán bệnh Viêm dây thần kinh thị giác,Chẩn đoán bệnh Viêm dây thần kinh thị giác dựa vào những loại tiêu chuẩn gì ?,1
Yếu tố an toàn nào của xe đẩy cần chú ý ?,Gợi ý 4 loại trái cây mẹ bầu sau sinh nên ăn tốt cho mẹ lợi cho con,0
Tác hại của việc bôi quá nhiều phấn rôm cho bé là gì ?,Ăn lựu có thể điều trị ung thư hay không?,0
Bệnh viêm tai giữa mạn tính có lây không ?,Canh cua và rau đay có phải một bài thuốc không ?,0
Lứa tuổi nào hay mắc bệnh viêm VA ?,Cần lưu ý gì khi sử dụng các sản phẩm chống hăm tã ?,0
Bạn nên biết những điều sau trước khi muốn có làn da đẹp,U sọ hầu là gì ?,0
Biểu hiện bệnh Hôi nách như nào,Phòng ngừa bệnh Thoát vị rốn?,0
Điều trị không dùng thuốc trong bệnh Vôi hóa cột sống được chỉ định như thế nào ?,Giai đoạn khởi phát của bệnh Viêm phổi biểu hiện như thế nào ?,0
Tổn thương gây ra do thiếu hụt vitamin B12?,Bệnh Leukemia cấp có triệu chứng như nào,0
Nguyên nhân khiến phụ nữ sau sinh hay quên là gì ?,Những yếu tố nào làm tăng nguy cơ mắc bệnh Viêm lồi cầu ngoài xương cánh tay ?,0
Viêm loét tứ chi là biến chứng của bệnh gì ?,Vì sao bệnh tiểu đường dễ gây viêm loét tứ chi ?,1
Người mẹ nên trả lời như thế nào để không ảnh hưởng đến tâm lý đứa trẻ ?,Điều trị thoát vị đĩa đệm bằng phương pháp phẫu thuật có hiệu quả không ?,0
Các biện pháp điều trị bệnh Thoái hóa võng mạc?,Ưu điểm của liệu pháp laser trong bệnh thoái hóa võng mạc?,1
Bị sốt xuất huyết nên ăn hoa quả gì?,Cần chuẩn bị những gì trước khi đi khám phụ khoa ?,0
Làm sao để biết trẻ bị hen?,Những dấu hiệu hen ở trẻ nhỏ?,1
Triệu chứng bệnh Kawasaki ,bệnh Kawasaki (viêm mạch máu) có triệu chứng như nào,1
Quy trình khám phụ khoa cho người đã lập gia đình diễn ra như thế nào ?,Cần chuẩn bị những gì trước khi đi khám phụ khoa ?,1
Khí hư là gì ?,Triệu chứng của bệnh Ung thư buồng trứng là gì ?,1
Kết quả cận lâm sàng như thế nào có thể xác định là bệnh thiếu máu thiếu sắt?,Nguyên nhân bệnh Huyết khối tĩnh mạch sâu,0
Phụ huynh nên làm gì khi trẻ bị sai khớp đầu xương khuỷu tay ?,Cơ chế gây ra bệnh Dị ứng thực phẩm là gì ?,0
Đường lây truyền bệnh Lao màng bụng,Phòng ngừa bệnh Tiêu chảy cấp?,0
Viêm đường hô hấp dưới gồm những bệnh lý gì ?,Lưỡi bản đồ là gì,0
Tổng quan bệnh Tắc tuyến lệ?,Cấu tạo của tuyến lệ?,1
Vitamin C có tác dụng gì trong quá trình mang thai ?,Mật ong có tác dụng gì trong quá trình mang thai ?,1
Tại sao căng thẳng làm chúng ta dễ tăng cân ?,Nấu cơm với dầu dừa có tác dụng giảm cân không ?,1
Bệnh tiểu đường và tình trạng béo phì có làm tăng nguy cơ mắc bệnh xơ vữa động mạch não không ?,Làm thế nào để phát hiện sớm HIV ?,0
Người bệnh Viêm gan chân thường đau như thế nào ?,Các xoang bị viêm gồm những xoang gì ?,0
Sử dụng thuốc tránh thai khẩn cấp như thế nào để không ảnh hưởng đến sức khỏe ?,Tác dụng phụ không mong muốn của thuốc tránh thai khẩn cấp là gì ?,1
Các biện pháp chẩn đoán bệnh Kawasaki (viêm mạch máu),Biện pháp chẩn đoán bệnh Kawasaki,1
Tổng quan bệnh Hạ đường huyết, bệnh Hạ đường huyết là gì,1
Khi trẻ bị gãy xương thì nên làm gì ?,Trẻ có những dâu hiệu nào cần cấp cứu ?,1
Mướp đắng có phải là một cây thần kỳ mới?,Mướp đắng ảnh hưởng lên tế bào ung thư như thế nào ?,1
Trẻ mấy tháng tuổi được ăn dặm cá hồi?,Ăn cá hồi có tác dụng gì cho trẻ ?,1
Ung thư vòm họng là bệnh gì ?,ai là đối tượng có nguy cơ cao mắc bệnh Ung thư vòm họng ?,1
Tại sao người viêm gan B dễ bị ung thư gan?,Người bệnh Viêm gan B nên có một chế độ ăn uống như thế nào ?,1
Chu kỳ kình nguyệt 32 ngày thì thời điểm rụng trứng như thế nào ?,Có những phương pháp tính ngày rụng trứng nào ?,1
Tổng quan bệnh Giời leo,Các triệu chứng của hội chứng không dung nạp lactose là gì ?,0
Vòi trứng là gì?,Nguyên nhân bệnh Tăng thông khí?,0
Phòng ngừa bệnh Tắc tuyến lệ?,Các thói quen cần có để tránh nhiễm trùng mắt?,1
Xét nghiệm nào giúp phát hiện Ung thư đại tràng ?,Điều trị Ung thư đại tràng như thế nào ?,1
Mụn viêm đỏ ảnh hưởng như thế nào đến đời sống ?,Sử dụng chất kích thích có tăng nguy cơ mang thai ngoài tử cung không,0
Tổng quan bệnh Viêm tai giữa cấp tính,Viêm tai giữa cấp tính là bệnh lý gì ?,1
Những vấn đề thường gặp sau khi cạo lông mu là gì ?,Các bệnh thiếu vi chất dinh dưỡng ở Việt Nam hiện nay là gì ?,0
Triệu chứng bệnh Uốn ván,Hậu quả mà thai quá ngày để lại là gì ?,0
Triệu chứng bệnh Viêm đại tràng,Phân trong bệnh viêm đại tràng như thế nào ?,1
Nguyên nhân bệnh Xẹp đốt sống là gì ?,Ví Dụ về hội chứng rối loạn thiếu hụt thiên nhiên nói về điều gì ?,0
bệnh Hội chứng hông vũ công là gì,Hội chứng hông vũ công là gì,1
HIV là bệnh gì ?,HIV lây nhiễm nhất đường nào ?,1
Điều trị viêm tĩnh mạch nông như thế nào ?,Điều trị huyết khối tĩnh mạch sâu như thế nào ?,1
Nguyên nhân bệnh Tim bẩm sinh?,"Các thuốc dễ gây quái thai, tim bẩm sinh?",1
Chẩn đoán bệnh Lưỡi bản đồ,Phương pháp chẩn đoán bệnh Lưỡi bản đồ,1
Tắc tuyến lệ bẩm sinh là gì?,Mẹ bầu nên cẩn trọng: Trẻ có thể bị điếc từ trong bụng mẹ,0
Triệu chứng bệnh Viêm buồng trứng,Viêm buồng trứng mạn tính có những triệu chứng gì ?,1
Những xét nghiệm máu nào bé có thể uống sữa trước khi làm xét nghiệm ?,Những điều cần biết về Carbohydrates,0
Giải đáp thắc mắc: Vì sao bị suy thận?,Suy thận là gì ?,1
Những loại xét nghiệm nào giúp chẩn đoán bệnh Xơ vữa động mạch não ?,Lứa tuổi nào có tỉ lệ phá thai cao ?,0
Hậu quả của việc bệnh nhân bị rối loạn nhịp tim kéo dài là gì ?,Mặt nạ chuối và sữa tươi có tác dụng gì ?,0
Độ tuổi dễ mắc bệnh Viêm lồi cầu ngoài xương cánh tay là bao nhiêu ?,Các biến chứng thường gặp khi hẹp bao quy đầu là gì ?,0
Nguyên nhân bệnh Áp xe là gì ?,Cơ chế gây ra bệnh Áp xe là gì ?,1
Hạ đường huyết và làm cách nào để giảm đường huyết?,Làm thế nào để phòng ngừa hạ đường huyết ?,1
Cần vệ sinh như thế nào trong điều trị viêm lộ tuyến cổ tử cung ?,Béo phì hoặc thừa cân có phải yếu tố nguy cơ của bệnh Thoái hóa cột sống không ?,0
Triệu chứng của thuyên tắc động mạch phổi gồm gì ?,Các biện pháp chẩn đoán bệnh Bệnh lao phổi,0
Điều trị Viêm não Nhật Bản dựa vào những yếu tố gì ?,Đau vai gáy thường là biểu hiện của bệnh gì ?,0
Những triệu chứng không điển hình trong bệnh Giời leo là gì ?,Tim có cấu tạo như thế nào ?,0
Bệnh tiểu đường nên ăn rau gì?,Loại thực vật nào tốt cho người bệnh tiểu đường tuýp 2 ?,1
Nguyên nhân dẫn đến trẻ chậm phát triển là gì ?,Dị ứng thời tiết là tình trạng gì ?,0
Thiếu máu khi mang thai có thể dẫn đến những biến chứng gì ?,Triệu chứng thiếu máu biểu hiện như thế nào ?,1
Ước tính tuổi thọ của người suy tim độ 4,Biểu hiện bệnh Lao cột sống,0
Chỉ số đường huyết tiêu chuẩn là bao nhiêu?,Chỉ số đường huyết tiêu chuẩn để chẩn đoán bệnh tiểu đường là bao nhiêu ?,1
Các vi khuẩn nào có thể gây nên viêm mủ màng phổi ?,Bệnh viêm phế quản diễn biến như thế nào ? ,0
Vì sao mắc bệnh Lao cột sống,10 điều về tình dục ở nữ giới khiến bạn bất ngờ,0
Chẩn đoán bệnh Liệt mặt,Biện pháp chẩn đoán bệnh Liệt mặt,1
Carbohydrate phức tạp được tiêu hóa như thế nào ?,Tiêm chủng sớm sẽ có lợi ích gì ?,0
Bị ngứa vùng bẹn và đùi trên có phải bị nấm không?,Nguyên nhân gây ra ngứa vùng bẹn và đùi trên là gì ?,1
Xét nghiệm viêm gan B ở đâu là tốt nhất?,Đàn ông 40 tuổi quan hệ tuần mấy lần,0
Đối tượng hay mắc bệnh sùi mào gà và bệnh mụn rộp sinh dục là ai ?,Dấu hiệu nhận biết của bệnh mụn rộp sinh dục là gì ?,1
Triệu chứng bệnh Rối loạn tiền đình biểu hiện như thế nào ?,Nguyên tắc điều trị Tràn dịch màng phổi là gì ?,0
Bệnh Lao ruột có lây nhiễm không,Cảnh báo lượng đường trong máu vượt ngoài mức cho phép,0
Những tác dụng không mong muốn của cây xạ đen là gì ?,Cần chú ý gì khi sử dụng cây xạ đen ?,1
Dị ứng thời tiết được điều trị như thế nào ?,Xơ vữa động mạch là bệnh gì ?,0
Nhưng triệu chứng sớm khi có thai là gì ?,Có nên dùng thuốc kháng sinh theo ý kiến của bác sĩ không ?,0
Nguyên nhân và cách điều trị cảm lạnh ở trẻ nhỏ,Trẻ nhỏ thường bị cảm lạnh bao nhiêu lần một năm ?,1
Cách chữa bệnh sởi bằng hạt mùi có thật sự hiệu quả với trẻ?,Khi con bị bệnh sởi có nên tắm không ?,1
Thành phần nào có trong thuốc canxi corbiere ?,Cần lưu ý gì khi sử dụng thuốc canxi corbiere cho bà bầu ?,1
Điều trị bệnh Kawasaki,Bệnh Lỵ amip cấp lây nhiễm qua đâu,0
Bị bệnh loét hành tá tràng có triệu chứng như nào,Người bệnh sùi mào gà nên có chế độ dinh dưỡng như thế nào ?,0
Mụn bọc có tác hại gì đối với cơ thể ?,Làm thế nào để không bị bệnh về cơ mở thanh quản,0
Khí phế thũng là gì,Bệnh Thalassemia gồm những thể gì ?,0
Dùng thuốc kháng sinh khi mang thai,Việc dùng thuốc kháng sinh khi mang thai trong 3 tháng đầu có tác hại gì ?,1
Giai đoạn dưới 2 tuổi trẻ có nhuwgnx biểu hiện gì ?,Từ 2-4 tuổi trẻ đã tự ý thức được giới tính của mình chưa ?,1
Tỷ lệ sống thêm của bệnh nhân u não sau điều trị là bao nhiêu ?,Nguyên nhân bệnh Lyme,0
Tại sao mãn kinh lại làm tăng nguy cơ mắc bệnh Viêm đường tiết niệu ?,Khoảng thời gian quan hệ với phụ nữ có giới hạn không ?,0
Phong và điều trị bệnh chân tay miệng  như thế nào ?,Dây thần kinh số 8 có tác dụng gì ?,0
Bệnh Viêm tĩnh mạch thường ảnh hưởng đến bộ phận nào ?,Triệu chứng của thuyên tắc động mạch phổi gồm gì ?,1
“Thần dược” tại gia: Chữa sỏi mật bằng quả sung,Các yếu tổ nguy cơ trong bệnh Viêm thanh quản cấp là gì ?,0
Điều trị huyết khối tĩnh mạch sâu như thế nào ?,Que cấy tránh thai có công dụng như thế nào ?,0
Bệnh gan to biểu hiện như thế nào ?,Bệnh mạch vành thường đau ở vị trí nào ?,0
Biểu hiện của hạ canxi huyết là gì ?,Nguyên nhân gây ra hạ canxi huyết là gì ?,1
Phòng ngừa bệnh Tăng acid uric máu?,Có những loại vaccine nào giúp phòng ngừa bệnh viêm màng não mô cầu ?,0
Hạt điều có chứa những thành phần dinh dưỡng nào ?,Đậu phộng có tốt cho sức khỏe không ?,1
Có nên gãi ngứa trong bệnh Giời leo không ?,Các yếu tố làm tăng nguy cơ phình mạch máu não là gì ?,0
Sau lây nhiễm rotavirus bao lâu trẻ bắt đầu có biểu hiện?,Người mắc bệnh viêm đại tràng có nên uống đồ uống có gas không ?,0
Những loại xét nghiệm nào giúp chẩn đoán bệnh xuất huyết võng mạc ?,Chụp mạch huỳnh quang có tác dụng gì trong chẩn đoán bệnh Xuất huyết võng mạc ?,1
10 lợi ích tuyệt vời của da tiếp da sau sinh,Những trẻ bị tách ra khỏi mẹ sớm thường có biểu hiện gì ?,1
Chỉ số ung thư gan khi xét nghiệm máu,Ung thư gan là căn bệnh gì ?,1
Tổng quan bệnh Viêm gân nhị đầu vai,Nguyên nhân nào do mẹ khi mang thai khiến trẻ bị thiểu sản men răng?,0
Bệnh tiểu đường có liên quan gì đến chế độ ăn ?,Ăn nhiều thịt ảnh hưởng như thế nào đến các bệnh chuyển hóa ?,1
Chửa trứng được chia làm mấy loại ?,Chửa trứng là bệnh lành tính hay ác tính ?,1
Tổng quan bệnh Lao hạch,bệnh Lao hạch,1
Nguyên nhân sa dây rốn là gì?,Những người không nên ăn bánh chưng ngày tết,0
Ung thư cổ tử cung là bệnh lý gì ?,Các biện pháp nào giúp phòng ngừa bệnh ung thư cổ tử cung ?,1
Người bị bệnh đau dạ dày có nên ăn cay không ?,Người bị bệnh đau dạ dày nên ăn thức ăn như thế nào ?,1
Biện pháp chẩn đoán bệnh Lyme,Nguyên nhân gây ra sùi mào gà là gì ?,0
bệnh Khí phế thũng,Khí phế thũng là gì,1
Lang ben là bệnh gì ?,Có các loại thuốc nào giúp điều trị bệnh lang ben ?,1
Những ký sinh trùng nào hay gây bệnh viêm đại tràng mạn tính ?,Những vi khuẩn nào hay gây bệnh viêm đại tràng mạn tính ?,1
Nguyên nhân gây ra bệnh hen phế quản là gì ?,Triệu chứng của bệnh hen phế quản biểu hiện như thế nào ?,1
Điều trị hội chứng không dung nạp lactose như thế nào ?,Tại sao đặt vòng mà vẫn có thai bình thường?,0
Tắc tuyến lệ bẩm sinh là gì?,Tổng quan bệnh Suy tĩnh mạch chân,0
Cơ thể mẹ thay đổi sau sinh đến “choáng váng” như thế nào?,Biểu hiện thay đổi sau khi sinh của cơ thể mẹ là gì ?,1
Khi nào nên chụp buồng tử cung - vòi trứng?,Mẹ bầu cần ăn uống như thế nào trong quá trình mang thai ?,0
Chế độ ăn chay vẫn thiếu hụt những chất dinh dưỡng gì ?,Điều trị bệnh Gout như thế nào ?,0
Các biện pháp điều trị bệnh Viêm bàng quang cấp,Điều trị dự phòng Viêm bàng quang cấp như thế nào ?,1
Thành phần dinh dưỡng có trong giá đỗ là gì ?,Giá đỗ có những tác dụng gì đối với phụ nữ ?,1
Viêm tĩnh mạch nông là gì ?,Viêm tĩnh mạch sâu là gì ?,1
Đường lây truyền bệnh Trĩ nội,4 căn bệnh nguy hiểm khởi phát từ thức ăn đường phố,0
Liệu pháp Statin là gì ?,Tại sao tắc mạch ối giai đoạn sau dễ gây sốc mất máu cho mẹ?,0
Triệu chứng bệnh Tắc mạch ối?,Tại sao tắc mạch ối giai đoạn sau dễ gây sốc mất máu cho mẹ?,1
Thủy đậu là gì?,U nang buồng trứng là gì ?,0
Hemoglobin cấu tạo như thế nào ?,Bệnh Thalassemia xảy ra khi nào ?,1
Những biểu hiện không ngờ gây nên ung thư vòm họng,Các triệu chứng của bệnh Ung thư vòm họng biểu hiện như thế nào ?,1
Làm sao để phòng bệnh lao phổi ?,Khi nào bệnh nhân tiêu chảy sẽ được kê kháng sinh?,0
Những xét nghiệm nào phục vụ chẩn đoán bệnh Viêm màng hoạt dịch ?,Yếu tố nguy cơ của chửa ngoài tử cung?,0
Cần làm gì để phòng tránh bệnh viêm tai giữa tái phát ?,Đối tượng nào dễ mắc bệnh Võng mạc ?,0
Bệnh sỏi thận là bệnh gì ?,Triệu chứng của bệnh sỏi thận biểu hiện như thế nào ?,1
Bệnh Virus tạo đờm đường hô hấp lây truyền qua đâu ?,Trẻ sơ sinh bị nhiễm bệnh virus tạo đờm đường hô hấp biểu hiện như thế nào ?,1
Phòng ngừa bệnh Lác mắt,Biện pháp phòng ngừa mắc bệnh lác mắt,1
Triệu chứng thường gặp của các bệnh đường hô hấp là gì ?,Đường lây truyền bệnh Không dung nạp Lactose,0
"Sau khi tiêm phòng lao, trẻ thường có các phản ứng gì ?",Khi nào nên đưa trẻ đi kiểm tra sau khi tiêm phòng lao ?,1
Vì sao bệnh tiểu đường dễ gây viêm loét tứ chi?,Các yếu tố nào làm tăng nguy cơ viêm loét tứ chi ở người bệnh tiểu đường ?,1
Các biện pháp chẩn đoán bệnh Liệt cơ mở thanh quản,Bệnh liệt cơ mở thanh quản,1
Có rất nhiều yếu tố có thể làm tăng nguy cơ mắc tinh hoàn ẩn?,Thói quen không tốt nào do mẹ khiến trẻ tăng nguy cơ mắc tinh hoàn ẩn?,1
Phòng ngừa bệnh Lồng ruột,Phương pháp phòng ngừa bệnh Lồng ruột,1
Hắc lào là gì ?,Làm sao để phòng tránh được bệnh Hắc lào ?,1
Phòng Hội chứng Albright,Biện pháp phòng ngừa  Hội chứng Albright,1
Triệu chứng của bệnh viêm lộ tuyến cổ tử cung biểu hiện như thế nào ?,Có những xét nghiệm nào giúp chẩn đoán bệnh Sốt rét ?,0
Đặc điểm của sốt xuất huyết là gì ?,Người bị bệnh đau dạ dày có nên ăn cay không ?,0
Thai nhi phát triển kém hơn tuần thai sẽ biểu hiện như thế nào ?,Cơ chế di căn của bệnh ung thư tuyến giáp là gì ?,0
Xuất huyết giảm tiểu cầu có nguy hiểm không?,Xuất huyết giảm tiểu cầu là bệnh gì ?,1
Triệu chứng của bệnh viêm bở mi là gì ?,Triệu chứng của bệnh viêm đại tràng mạn tính biểu hiện như thế nào ?,0
Xin Bác sĩ cho biết nguyên nhân gây thoái hóa khớp gối và hậu quả của nó tới người bệnh?,Nguyên nhân gây ra bệnh Thoái hóa khớp gối là gì ?,1
Thiểu sản men răng là gì?,Men răng ở người thiểu sản men răng như thế nào?,1
Đánh cầu lông tiêu hao bao nhiêu calo?,Nguyên nhân bệnh Dị ứng thực phẩm,0
Điều trị bệnh viêm đại tràng cần dùng những loại thuốc gì ?,Bệnh hắc lào lây lan như thế nào ?,0
Dậy thì sớm là tình trạng gì ?,Dậy thì sớm không hoàn toàn có đặc điểm gì ?,1
Những loại thực phẩm nào ảnh hưởng đến sữa mẹ,Nguyên nhân dẫn đến chậm kinh là gì ?,0
Nên gọi cho bác sĩ nếu các cơn động kinh của bé biểu hiện như thế nào ?,Trẻ có những dâu hiệu nào cần cấp cứu ?,1
Mục đích của siêu âm bụng trong bệnh tiêu chảy?,Các biện pháp chẩn đoán bệnh Trĩ nội?,0
Điều trị bệnh Hội chứng hông vũ công  như nào,Cực khoái ở đàn ông làm giảm ung thư tuyến tiền liệt,0
Cần lưu ý gì khi xây dựng chế độ ăn uống cho trẻ 5 tuổi ?,Những chất nào cần thiết trong chế độ dinh dưỡng cho trẻ 5 tuổi ?,1
Thai nhi phát triển to hơn tuần thai sẽ biểu hiện như thế nào ?,5 cách đơn giản để thanh lọc phổi,0
Tổng quan bệnh Liệt dây thần kinh số 6,Biện pháp phòng tránh bệnh Lạc nội mạc tử cung,0
Các biện pháp chẩn đoán bệnh Lyme,Phương pháp chẩn đoán bệnh Lyme,1
Các biện pháp điều trị bệnh Xoắn buồng trứng,Phương pháp điều trị chính trong bệnh Xoắn buồng trứng là gì ?,1
Viêm họng có các triệu chứng gì ?,Có thể chữa viêm họng bằng các biện pháp dân gian nào ?,1
Đau bụng kinh xuất hiện do nguyên nhân gì ?,Có thể sử dụng các biện pháp gì để giảm cơn đau bụng kinh ?,1
Điều trị bệnh tâm thần phân liệt như thế nào ?,Có những cách nào giúp người bệnh tâm thần phân liệt giao tiếp tốt hơn ?,1
Các loại thực phẩm nào có tác dụng làm long đờm ?,Phác đồ điều trị đặc hiệu của bệnh Viêm màng não mô cầu là gì ?,0
Hậu sản giật - biến chứng nguy hiểm thường bị các mẹ sau sinh coi nhẹ,Các triệu chứng xác định thuyên tắc ối?,0
Phân loại tiêu chảy cấp và mãn?,Trẻ me bị Ung thư có cần hỗ trợ tâm lý không ?,0
Bỡ ngỡ tuổi dậy thì: Nỗi lo kinh nguyệt không đều,Tổng quan bệnh Dị ứng thời tiết,0
Tổng quan bệnh Loãng xương,Mục đích của các biện pháp phòng ngừa tiểu đường typ 2?,0
Những điều cần chú ý trước khi hiến máu là gì ?,Nguyên nhân bệnh Xuất huyết võng mạc,0
